,ISO3,year,Food,"Cereals, primary",Agriculture,Livestock,Crops
10182,TON,2011,121.78,,121.78,99.34,125.96
10183,TON,2012,119.49,,119.49,103.08,122.54
10184,TON,2013,120.75,,120.75,102.88,124.07
10185,TON,2014,103.53,,103.53,99.61,104.25
10186,TON,2015,101.74,,101.74,99.4,102.18
10187,TON,2016,94.73,,94.73,100.99,93.57
10188,TON,2017,94.98,,94.98,101.77,93.72
10189,TON,2018,93.05,,93.05,101.17,91.54
10190,TON,2019,93.15,,93.15,101.02,91.69
10191,TON,2020,93.75,,93.75,99.84,92.62
10192,TON,2021,94.57,,94.57,101.64,93.26
10193,TON,2022,95.84,,95.84,101.18,94.85
10194,TON,2023,97.12,,97.12,103.02,96.03
10195,TTO,1961,203.53,465.48,203.1,34.02,634.98
10196,TTO,1962,186.53,480.26,186.15,34.6,573.25
10197,TTO,1963,194.44,465.52,194.05,35.64,598.69
10198,TTO,1964,188.41,453.42,188.03,39.97,566.19
10199,TTO,1965,204.21,426.47,203.79,42.74,615.16
10200,TTO,1966,195.45,412.43,195.09,47.78,571.35
10201,TTO,1967,191.71,425.05,191.44,51.11,549.89
10202,TTO,1968,206.37,407.84,206.24,53.21,597.11
10203,TTO,1969,199.9,392.1,199.82,56.42,566.13
10204,TTO,1970,205.26,395.35,205.19,60.21,575.52
10205,TTO,1971,194.4,436.35,194.3,59.53,538.56
10206,TTO,1972,204.8,493.66,204.73,60.56,572.97
10207,TTO,1973,175.87,479.33,176.01,60.15,471.97
10208,TTO,1974,174.33,679.34,174.43,60.15,466.33
10209,TTO,1975,176.6,758.39,176.65,71.97,444.04
10210,TTO,1976,189.17,776.78,188.95,65.69,503.79
10211,TTO,1977,177.09,754.26,176.79,75.25,436.15
10212,TTO,1978,159.27,516.15,159.07,75.82,371.7
10213,TTO,1979,153.95,596.29,153.75,65.54,379.07
10214,TTO,1980,147.16,351.33,146.81,63.01,360.86
10215,TTO,1981,133.47,143.2,133.2,64.79,307.92
10216,TTO,1982,141.9,151.7,141.62,83.51,290.05
10217,TTO,1983,124.91,145.88,124.66,78.59,242.32
10218,TTO,1984,116.83,164.95,116.63,77.48,216.64
10219,TTO,1985,118.47,163.36,118.24,74.96,228.8
10220,TTO,1986,115.55,174.74,115.37,67.87,236.7
10221,TTO,1987,114.97,236.08,114.78,66.99,236.85
10222,TTO,1988,114.73,258.59,114.56,63.54,244.86
10223,TTO,1989,110.27,384.84,110.09,57.85,243.53
10224,TTO,1990,119.95,430.01,119.8,59.57,273.63
10225,TTO,1991,118.63,491.55,118.46,62.13,262.34
10226,TTO,1992,114.76,660.58,114.59,58.4,258.13
10227,TTO,1993,117.83,517.0,117.64,66.25,248.89
10228,TTO,1994,119.68,546.87,119.42,60.08,271.0
10229,TTO,1995,119.52,339.22,119.26,65.38,256.9
10230,TTO,1996,120.87,545.19,120.61,65.84,260.52
10231,TTO,1997,114.36,250.52,114.12,60.61,250.81
10232,TTO,1998,99.92,252.15,99.73,57.58,207.39
10233,TTO,1999,108.83,97.19,108.64,63.68,223.48
10234,TTO,2000,123.92,180.55,123.73,78.96,238.08
10235,TTO,2001,122.39,111.52,122.24,92.67,197.78
10236,TTO,2002,147.68,147.58,147.51,112.1,237.96
10237,TTO,2003,129.31,85.27,129.21,108.03,183.31
10238,TTO,2004,123.4,85.46,123.33,107.03,164.95
10239,TTO,2005,120.31,95.15,120.28,107.52,152.85
10240,TTO,2006,121.83,80.34,121.86,91.87,198.47
10241,TTO,2007,126.19,112.05,126.17,100.45,191.86
10242,TTO,2008,103.17,114.99,103.21,99.89,111.69
10243,TTO,2009,108.25,96.31,108.29,110.73,102.05
10244,TTO,2010,113.57,99.26,113.59,119.54,98.38
10245,TTO,2011,110.36,112.23,110.37,114.95,98.67
10246,TTO,2012,110.63,98.44,110.61,115.3,98.64
10247,TTO,2013,109.08,115.37,109.06,114.21,95.89
10248,TTO,2014,109.03,116.78,109.0,113.19,98.3
10249,TTO,2015,88.54,91.73,88.57,83.85,100.65
10250,TTO,2016,102.43,91.49,102.42,102.96,101.06
10251,TTO,2017,105.94,90.02,105.92,107.47,101.94
10252,TTO,2018,106.48,68.79,106.45,108.04,102.39
10253,TTO,2019,91.19,74.61,91.2,88.49,98.11
10254,TTO,2020,87.45,78.6,87.46,82.33,100.56
10255,TTO,2021,89.49,69.16,89.49,84.87,101.28
10256,TTO,2022,90.15,63.45,90.16,86.14,100.41
10257,TTO,2023,86.94,67.88,86.95,83.48,95.8
10258,TUN,1961,50.74,91.79,51.15,45.19,53.5
10259,TUN,1962,55.15,129.92,55.47,43.34,60.26
10260,TUN,1963,69.15,183.95,69.31,42.88,79.73
10261,TUN,1964,66.24,143.4,66.49,45.19,74.88
10262,TUN,1965,62.93,175.08,63.29,47.81,69.39
10263,TUN,1966,50.96,123.71,51.6,51.81,51.52
10264,TUN,1967,54.7,101.51,55.51,50.96,57.31
10265,TUN,1968,53.28,116.56,54.01,46.15,57.11
10266,TUN,1969,43.88,87.85,44.39,45.11,44.11
10267,TUN,1970,55.39,95.14,55.96,40.76,61.95
10268,TUN,1971,74.65,110.66,74.91,42.28,87.77
10269,TUN,1972,61.18,158.25,61.53,45.19,67.97
10270,TUN,1973,71.64,141.38,71.98,49.15,80.98
10271,TUN,1974,70.61,134.79,71.05,49.28,79.63
10272,TUN,1975,82.22,149.47,82.66,53.45,94.16
10273,TUN,1976,66.83,124.04,67.7,58.02,71.52
10274,TUN,1977,70.95,100.7,71.76,59.16,76.72
10275,TUN,1978,63.13,105.66,63.98,53.45,68.13
10276,TUN,1979,60.18,103.75,60.97,42.89,68.09
10277,TUN,1980,71.87,124.49,72.55,47.93,82.25
10278,TUN,1981,63.27,129.14,64.11,50.74,69.38
10279,TUN,1982,54.4,127.47,55.26,50.05,57.31
10280,TUN,1983,70.89,91.61,71.64,54.06,78.57
10281,TUN,1984,64.4,99.4,65.11,53.52,69.67
10282,TUN,1985,74.61,191.61,75.33,59.97,81.39
10283,TUN,1986,67.78,71.74,68.56,61.18,71.47
10284,TUN,1987,73.09,168.21,73.87,62.67,78.29
10285,TUN,1988,53.69,39.62,54.58,63.87,50.92
10286,TUN,1989,64.35,54.57,65.18,62.59,66.2
10287,TUN,1990,77.54,135.08,78.35,62.27,84.69
10288,TUN,1991,93.84,206.21,94.49,61.3,107.57
10289,TUN,1992,76.67,174.72,77.29,62.4,83.16
10290,TUN,1993,83.47,150.23,83.95,65.26,91.32
10291,TUN,1994,61.12,52.25,61.63,66.78,59.6
10292,TUN,1995,58.19,49.87,58.74,68.94,54.72
10293,TUN,1996,98.79,212.36,98.96,71.02,109.97
10294,TUN,1997,68.36,80.75,68.79,73.39,66.97
10295,TUN,1998,84.53,123.95,84.85,78.39,87.39
10296,TUN,1999,92.69,131.65,92.89,84.15,96.33
10297,TUN,2000,78.43,79.75,78.76,87.06,75.48
10298,TUN,2001,67.01,98.65,67.4,89.3,58.78
10299,TUN,2002,67.1,38.98,67.48,90.17,58.53
10300,TUN,2003,96.47,161.94,96.57,84.34,101.39
10301,TUN,2004,82.62,148.24,82.82,83.12,82.7
10302,TUN,2005,90.11,144.07,90.32,84.95,92.43
10303,TUN,2006,93.13,110.33,93.35,84.12,96.99
10304,TUN,2007,92.02,132.96,92.2,89.22,93.37
10305,TUN,2008,94.21,80.52,94.38,88.36,96.75
10306,TUN,2009,91.7,162.89,91.85,86.63,93.91
10307,TUN,2010,89.72,71.58,89.89,89.12,90.2
10308,TUN,2011,89.48,146.64,89.66,87.88,90.36
10309,TUN,2012,99.88,141.99,99.98,92.0,103.12
10310,TUN,2013,95.67,82.27,95.81,93.65,96.66
10311,TUN,2014,90.45,140.85,90.6,97.32,87.95
10312,TUN,2015,114.92,80.26,114.68,101.46,119.88
10313,TUN,2016,94.62,78.89,94.73,101.22,92.17
10314,TUN,2017,91.83,95.79,91.92,99.85,88.79
10315,TUN,2018,109.9,84.84,109.83,95.9,115.31
10316,TUN,2019,100.25,136.83,100.25,95.89,101.97
10317,TUN,2020,117.33,88.87,117.18,97.87,124.79
10318,TUN,2021,98.13,95.57,98.13,100.06,97.37
10319,TUN,2022,103.31,96.14,103.26,99.04,104.92
10320,TUN,2023,98.25,31.05,98.22,98.27,98.2
10321,TUR,1961,75.04,98.67,76.41,76.5,76.37
10322,TUR,1962,75.14,111.64,76.55,75.52,76.98
10323,TUR,1963,75.43,128.3,77.2,73.81,78.62
10324,TUR,1964,73.81,103.21,76.72,72.06,78.68
10325,TUR,1965,71.22,103.07,73.55,71.42,74.45
10326,TUR,1966,75.3,112.56,78.13,72.85,80.34
10327,TUR,1967,74.13,112.7,77.21,71.6,79.57
10328,TUR,1968,75.56,103.39,78.6,70.57,81.98
10329,TUR,1969,73.57,108.72,76.1,71.18,78.17
10330,TUR,1970,76.01,99.18,78.35,69.42,82.1
10331,TUR,1971,76.88,126.99,80.25,68.92,85.02
10332,TUR,1972,76.88,110.69,80.35,67.7,85.67
10333,TUR,1973,69.75,91.1,72.91,68.46,74.79
10334,TUR,1974,73.81,96.38,77.73,69.79,81.06
10335,TUR,1975,78.81,122.9,81.51,72.72,85.2
10336,TUR,1976,81.81,132.61,85.09,71.45,90.82
10337,TUR,1977,80.1,129.37,83.54,72.6,88.14
10338,TUR,1978,82.63,127.08,85.45,72.47,90.9
10339,TUR,1979,82.04,131.65,84.35,69.51,90.58
10340,TUR,1980,81.92,121.65,84.39,68.94,90.88
10341,TUR,1981,81.89,124.72,83.81,72.53,88.55
10342,TUR,1982,83.14,126.66,85.15,69.4,91.77
10343,TUR,1983,79.85,114.28,82.22,66.73,88.73
10344,TUR,1984,83.29,119.31,85.47,76.84,89.09
10345,TUR,1985,82.6,117.21,84.3,74.17,88.55
10346,TUR,1986,87.57,127.15,88.94,78.5,93.32
10347,TUR,1987,84.48,124.24,86.12,72.53,91.83
10348,TUR,1988,88.04,128.6,90.3,72.57,97.75
10349,TUR,1989,81.58,96.87,84.02,71.82,89.14
10350,TUR,1990,85.39,120.83,87.84,70.19,95.26
10351,TUR,1991,85.31,122.09,86.88,62.93,96.94
10352,TUR,1992,84.17,112.59,86.19,61.11,96.72
10353,TUR,1993,81.75,120.47,83.82,61.1,93.36
10354,TUR,1994,82.29,100.46,83.62,62.23,92.61
10355,TUR,1995,79.34,103.11,81.9,55.65,92.93
10356,TUR,1996,84.02,105.64,86.14,57.65,98.11
10357,TUR,1997,80.94,105.49,83.38,60.37,93.05
10358,TUR,1998,89.37,116.13,91.61,60.98,104.48
10359,TUR,1999,85.32,99.82,87.13,61.49,97.9
10360,TUR,2000,86.63,110.49,88.54,59.41,100.77
10361,TUR,2001,82.84,100.02,84.73,64.49,93.23
10362,TUR,2002,86.6,102.79,88.61,62.59,99.54
10363,TUR,2003,87.21,101.32,88.7,69.83,96.63
10364,TUR,2004,86.65,111.26,88.38,68.1,96.9
10365,TUR,2005,92.06,117.29,93.19,69.96,102.95
10366,TUR,2006,92.48,110.39,93.9,71.08,103.49
10367,TUR,2007,87.68,92.7,88.7,74.56,94.65
10368,TUR,2008,91.84,92.4,92.0,74.88,99.19
10369,TUR,2009,93.07,104.44,92.92,77.58,99.36
10370,TUR,2010,94.39,100.85,94.71,79.92,100.93
10371,TUR,2011,97.15,107.32,97.98,85.19,103.35
10372,TUR,2012,101.39,100.25,101.75,94.75,104.68
10373,TUR,2013,102.24,110.3,102.49,99.03,103.94
10374,TUR,2014,98.14,94.27,98.56,101.39,97.37
10375,TUR,2015,101.67,108.46,101.42,99.86,102.07
10376,TUR,2016,100.19,97.27,100.03,98.76,100.56
10377,TUR,2017,104.48,97.95,104.65,105.7,104.2
10378,TUR,2018,103.48,91.76,103.73,108.92,101.55
10379,TUR,2019,107.04,90.42,106.62,115.15,103.04
10380,TUR,2020,111.77,96.65,110.67,117.63,107.75
10381,TUR,2021,110.85,82.67,110.4,121.5,105.74
10382,TUR,2022,118.35,98.53,118.3,126.0,115.07
10383,TUR,2023,116.85,107.14,115.97,123.28,112.9
10384,TUV,1961,141.9,,141.9,34.29,188.33
10385,TUV,1962,141.27,,141.27,33.98,187.55
10386,TUV,1963,140.64,,140.64,33.67,186.79
10387,TUV,1964,150.92,,150.92,33.67,201.5
10388,TUV,1965,152.1,,152.1,33.88,203.1
10389,TUV,1966,153.12,,153.12,34.06,204.49
10390,TUV,1967,139.72,,139.72,34.26,185.22
10391,TUV,1968,131.23,,131.23,34.44,172.98
10392,TUV,1969,119.39,,119.39,34.39,156.06
10393,TUV,1970,108.8,,108.8,34.2,140.99
10394,TUV,1971,143.46,,143.46,34.06,190.66
10395,TUV,1972,76.43,,76.43,34.02,94.73
10396,TUV,1973,69.1,,69.1,34.08,84.21
10397,TUV,1974,163.27,,163.27,33.26,219.36
10398,TUV,1975,77.96,,77.96,31.66,97.94
10399,TUV,1976,61.87,,61.87,30.24,75.52
10400,TUV,1977,82.44,,82.44,36.37,102.32
10401,TUV,1978,142.4,,142.4,34.95,188.76
10402,TUV,1979,144.95,,144.95,35.4,192.21
10403,TUV,1980,136.63,,136.63,35.29,180.36
10404,TUV,1981,132.97,,132.97,37.3,174.24
10405,TUV,1982,91.17,,91.17,38.09,114.07
10406,TUV,1983,95.13,,95.13,38.46,119.57
10407,TUV,1984,96.39,,96.39,40.65,120.44
10408,TUV,1985,97.45,,97.45,45.89,119.69
10409,TUV,1986,96.83,,96.83,52.09,116.13
10410,TUV,1987,88.04,,88.04,52.31,103.46
10411,TUV,1988,83.77,,83.77,64.64,92.03
10412,TUV,1989,82.97,,82.97,54.71,95.16
10413,TUV,1990,76.98,,76.98,62.53,83.21
10414,TUV,1991,114.47,,114.47,91.01,124.59
10415,TUV,1992,96.82,,96.82,90.5,99.54
10416,TUV,1993,85.17,,85.17,76.31,88.99
10417,TUV,1994,83.15,,83.15,79.25,84.83
10418,TUV,1995,87.83,,87.83,78.64,91.79
10419,TUV,1996,89.1,,89.1,80.98,92.61
10420,TUV,1997,91.95,,91.95,95.14,90.58
10421,TUV,1998,94.74,,94.74,96.84,93.84
10422,TUV,1999,92.23,,92.23,96.85,90.23
10423,TUV,2000,98.15,,98.15,98.07,98.18
10424,TUV,2001,95.84,,95.84,98.76,94.57
10425,TUV,2002,100.13,,100.13,100.99,99.76
10426,TUV,2003,101.66,,101.66,99.81,102.45
10427,TUV,2004,99.41,,99.41,98.63,99.75
10428,TUV,2005,99.67,,99.67,96.38,101.1
10429,TUV,2006,99.21,,99.21,95.25,100.92
10430,TUV,2007,101.38,,101.38,100.28,101.85
10431,TUV,2008,99.9,,99.9,98.98,100.3
10432,TUV,2009,100.29,,100.29,101.49,99.77
10433,TUV,2010,97.45,,97.45,96.84,97.72
10434,TUV,2011,97.1,,97.1,96.51,97.36
10435,TUV,2012,97.51,,97.51,96.23,98.06
10436,TUV,2013,99.25,,99.25,95.97,100.67
10437,TUV,2014,98.59,,98.59,98.22,98.75
10438,TUV,2015,100.18,,100.18,100.34,100.11
10439,TUV,2016,101.23,,101.23,101.44,101.14
10440,TUV,2017,102.76,,102.76,103.41,102.49
10441,TUV,2018,104.3,,104.3,103.68,104.56
10442,TUV,2019,117.51,,117.51,106.73,122.16
10443,TUV,2020,119.4,,119.4,110.07,123.43
10444,TUV,2021,122.78,,122.78,112.85,127.06
10445,TUV,2022,125.46,,125.46,116.38,129.38
10446,TUV,2023,125.36,,125.36,119.53,127.88
10447,TWN,1961,100.4,309.26,101.91,29.8,184.46
10448,TWN,1962,97.18,313.19,98.6,29.34,177.9
10449,TWN,1963,89.96,299.3,91.44,32.0,159.5
10450,TWN,1964,98.36,309.59,100.01,32.99,176.75
10451,TWN,1965,103.07,313.01,104.43,34.78,184.18
10452,TWN,1966,105.03,307.82,106.23,37.19,185.29
10453,TWN,1967,108.14,304.41,109.46,41.02,187.83
10454,TWN,1968,110.42,309.21,111.86,42.26,191.55
10455,TWN,1969,108.51,278.41,109.92,44.1,185.28
10456,TWN,1970,110.58,289.88,111.91,47.72,185.41
10457,TWN,1971,110.84,267.52,111.86,48.0,184.97
10458,TWN,1972,109.07,275.84,110.01,50.31,178.38
10459,TWN,1973,112.57,251.28,113.54,55.71,179.76
10460,TWN,1974,112.53,269.7,113.52,51.84,184.15
10461,TWN,1975,106.23,271.14,107.21,47.9,175.11
10462,TWN,1976,113.28,285.88,114.61,58.1,179.31
10463,TWN,1977,117.59,273.23,118.8,65.74,179.54
10464,TWN,1978,114.29,248.07,115.4,66.97,170.84
10465,TWN,1979,120.21,242.68,121.3,74.71,174.64
10466,TWN,1980,115.57,228.98,116.59,68.75,171.37
10467,TWN,1981,111.34,227.17,112.4,69.23,161.83
10468,TWN,1982,111.24,234.18,112.36,70.73,160.04
10469,TWN,1983,113.15,233.42,114.13,78.76,154.63
10470,TWN,1984,114.88,210.94,115.97,82.77,153.99
10471,TWN,1985,118.34,205.12,119.34,87.42,155.89
10472,TWN,1986,114.73,187.34,115.67,89.63,145.48
10473,TWN,1987,119.61,180.68,120.51,96.9,147.55
10474,TWN,1988,119.93,174.88,120.67,95.87,149.06
10475,TWN,1989,120.73,173.46,121.37,98.88,147.12
10476,TWN,1990,119.4,168.64,120.04,105.2,137.03
10477,TWN,1991,123.59,168.61,124.29,111.45,138.98
10478,TWN,1992,122.58,151.73,123.11,115.5,131.83
10479,TWN,1993,127.48,161.56,128.05,119.46,137.88
10480,TWN,1994,126.88,148.67,127.48,124.59,130.79
10481,TWN,1995,129.7,147.15,130.08,127.55,132.98
10482,TWN,1996,132.15,136.51,132.48,132.89,132.01
10483,TWN,1997,127.89,140.15,128.18,123.87,133.12
10484,TWN,1998,117.41,124.36,117.69,114.27,121.62
10485,TWN,1999,119.8,125.3,120.06,109.89,131.71
10486,TWN,2000,118.9,123.02,119.23,114.68,124.45
10487,TWN,2001,116.15,110.77,116.4,114.27,118.85
10488,TWN,2002,117.61,115.56,117.81,111.81,124.67
10489,TWN,2003,113.83,105.08,113.95,108.48,120.2
10490,TWN,2004,110.13,90.93,110.26,108.0,112.84
10491,TWN,2005,103.49,92.13,103.53,105.56,101.2
10492,TWN,2006,108.43,96.92,108.45,107.56,109.48
10493,TWN,2007,103.45,84.69,103.45,105.21,101.44
10494,TWN,2008,100.72,89.85,100.73,99.7,101.91
10495,TWN,2009,100.45,97.08,100.46,99.24,101.86
10496,TWN,2010,101.8,89.11,101.81,100.69,103.1
10497,TWN,2011,106.37,101.7,106.37,104.0,109.09
10498,TWN,2012,102.76,102.93,102.76,101.84,103.81
10499,TWN,2013,100.98,96.89,100.99,99.1,103.16
10500,TWN,2014,102.98,105.99,102.98,100.44,105.9
10501,TWN,2015,99.55,97.04,99.56,99.27,99.88
10502,TWN,2016,97.46,96.97,97.46,100.29,94.22
10503,TWN,2017,100.89,107.06,100.88,99.08,102.94
10504,TWN,2018,104.3,117.95,104.3,102.91,105.89
10505,TWN,2019,101.42,108.81,101.41,104.18,98.25
10506,TWN,2020,104.4,107.38,104.39,108.39,99.82
10507,TWN,2021,102.81,96.87,102.8,109.8,94.79
10508,TWN,2022,101.24,99.0,101.24,109.08,92.26
10509,TWN,2023,98.63,93.14,98.62,104.6,91.78
10510,TZA,1961,70.4,44.4,75.59,92.41,70.79
10511,TZA,1962,70.33,43.95,75.94,90.55,71.77
10512,TZA,1963,74.42,57.65,80.49,91.97,77.22
10513,TZA,1964,72.01,45.68,78.63,89.39,75.56
10514,TZA,1965,71.41,41.95,78.81,89.3,75.82
10515,TZA,1966,77.18,50.02,85.16,94.57,82.48
10516,TZA,1967,73.42,41.75,80.72,95.1,76.62
10517,TZA,1968,70.72,35.1,76.37,93.07,71.6
10518,TZA,1969,70.46,37.62,77.18,92.32,72.86
10519,TZA,1970,71.37,34.56,78.11,93.24,73.79
10520,TZA,1971,69.03,40.16,74.74,93.1,69.49
10521,TZA,1972,66.49,38.56,72.54,84.1,69.24
10522,TZA,1973,68.27,49.07,73.25,78.56,71.74
10523,TZA,1974,66.58,40.85,71.9,78.79,69.94
10524,TZA,1975,73.49,59.11,76.36,79.48,75.46
10525,TZA,1976,72.94,64.89,76.94,80.19,76.01
10526,TZA,1977,76.03,67.82,79.14,82.95,78.05
10527,TZA,1978,75.26,70.79,78.0,82.08,76.83
10528,TZA,1979,76.01,77.07,78.69,80.17,78.27
10529,TZA,1980,69.82,68.48,72.46,75.75,71.52
10530,TZA,1981,71.36,61.82,73.14,78.26,71.68
10531,TZA,1982,72.28,66.25,73.63,78.97,72.1
10532,TZA,1983,73.06,61.49,74.26,78.02,73.19
10533,TZA,1984,72.41,64.16,73.72,78.37,72.39
10534,TZA,1985,74.02,72.42,74.48,80.31,72.82
10535,TZA,1986,72.64,73.56,74.53,80.83,72.74
10536,TZA,1987,70.37,76.7,72.6,79.74,70.56
10537,TZA,1988,67.72,67.46,69.09,81.99,65.41
10538,TZA,1989,70.96,84.69,71.29,82.76,68.01
10539,TZA,1990,70.42,70.03,71.28,82.83,67.98
10540,TZA,1991,70.8,65.39,73.07,88.39,68.69
10541,TZA,1992,68.08,56.66,70.64,88.9,65.43
10542,TZA,1993,67.89,62.93,68.75,89.5,62.82
10543,TZA,1994,63.65,48.18,64.34,85.88,58.2
10544,TZA,1995,66.44,67.99,68.13,92.21,61.26
10545,TZA,1996,64.85,71.93,66.64,79.6,62.94
10546,TZA,1997,61.33,49.55,62.87,78.87,58.31
10547,TZA,1998,64.63,63.94,65.27,79.28,61.27
10548,TZA,1999,65.54,55.45,65.99,90.11,59.1
10549,TZA,2000,60.26,50.23,60.69,73.02,57.16
10550,TZA,2001,63.58,59.76,64.84,74.99,61.94
10551,TZA,2002,76.34,78.74,76.47,75.62,76.71
10552,TZA,2003,65.04,53.55,65.67,76.44,62.59
10553,TZA,2004,73.42,78.72,74.99,78.05,74.11
10554,TZA,2005,72.8,64.89,74.77,82.95,72.43
10555,TZA,2006,77.51,66.88,77.71,82.21,76.43
10556,TZA,2007,75.97,72.64,76.64,76.75,76.61
10557,TZA,2008,74.82,81.48,76.63,81.64,75.2
10558,TZA,2009,75.66,63.61,76.79,82.46,75.17
10559,TZA,2010,86.17,96.84,87.0,90.47,86.01
10560,TZA,2011,91.66,85.66,92.71,95.43,91.94
10561,TZA,2012,93.47,80.45,94.62,98.83,93.42
10562,TZA,2013,97.45,87.19,98.7,99.16,98.57
10563,TZA,2014,101.98,103.15,102.28,100.32,102.84
10564,TZA,2015,103.17,95.93,103.39,100.95,104.09
10565,TZA,2016,94.85,100.92,94.33,98.73,93.08
10566,TZA,2017,89.85,88.2,89.28,95.89,87.39
10567,TZA,2018,94.78,94.67,94.38,108.58,90.32
10568,TZA,2019,93.26,89.81,93.68,108.54,89.44
10569,TZA,2020,92.81,106.16,92.78,112.23,87.23
10570,TZA,2021,91.03,99.72,90.16,112.85,83.69
10571,TZA,2022,89.46,94.62,88.85,116.19,81.04
10572,TZA,2023,89.22,93.69,89.31,118.08,81.09
10573,UGA,1961,168.83,137.54,177.93,96.07,206.86
10574,UGA,1962,170.84,135.13,173.95,88.3,204.21
10575,UGA,1963,180.67,132.21,188.03,85.18,224.36
10576,UGA,1964,180.45,129.48,188.28,82.45,225.66
10577,UGA,1965,150.96,144.79,160.29,81.03,188.29
10578,UGA,1966,153.07,142.47,162.13,80.95,190.81
10579,UGA,1967,173.78,142.18,182.23,81.29,217.89
10580,UGA,1968,181.18,163.61,187.0,79.7,224.91
10581,UGA,1969,200.27,198.1,207.22,81.34,251.69
10582,UGA,1970,243.36,193.99,250.39,84.18,309.11
10583,UGA,1971,230.18,164.24,236.02,83.3,289.97
10584,UGA,1972,228.53,165.45,234.16,83.83,287.27
10585,UGA,1973,226.99,156.99,232.72,85.14,284.85
10586,UGA,1974,237.35,144.68,239.31,85.48,293.65
10587,UGA,1975,246.43,175.05,246.14,86.27,302.62
10588,UGA,1976,222.15,161.38,221.37,85.25,269.46
10589,UGA,1977,219.43,144.05,217.46,89.17,262.78
10590,UGA,1978,213.85,141.82,212.5,95.11,253.96
10591,UGA,1979,154.62,114.14,152.77,94.46,173.37
10592,UGA,1980,148.32,97.34,146.33,86.25,167.55
10593,UGA,1981,154.68,102.08,152.62,84.57,176.66
10594,UGA,1982,166.48,92.07,164.24,84.74,192.33
10595,UGA,1983,168.8,116.21,167.04,84.12,196.33
10596,UGA,1984,155.08,75.34,153.72,84.1,178.31
10597,UGA,1985,154.36,92.67,153.32,84.22,177.73
10598,UGA,1986,150.27,81.36,148.64,70.01,176.41
10599,UGA,1987,153.11,91.45,151.18,66.25,181.18
10600,UGA,1988,155.09,101.0,153.13,68.45,183.05
10601,UGA,1989,159.78,113.22,157.75,74.77,187.06
10602,UGA,1990,160.35,105.7,158.37,82.06,185.32
10603,UGA,1991,157.58,102.91,155.88,88.72,179.6
10604,UGA,1992,149.91,109.82,148.3,87.61,169.74
10605,UGA,1993,154.45,112.58,152.94,88.27,175.79
10606,UGA,1994,150.69,111.69,149.3,82.55,172.89
10607,UGA,1995,152.42,113.58,151.02,82.21,175.32
10608,UGA,1996,147.35,86.16,146.26,81.33,169.2
10609,UGA,1997,144.67,86.57,143.37,80.17,165.7
10610,UGA,1998,150.59,107.4,149.43,80.82,173.67
10611,UGA,1999,152.41,107.25,151.93,80.69,177.1
10612,UGA,2000,149.19,100.24,148.95,80.19,173.24
10613,UGA,2001,154.18,106.2,153.52,80.72,179.24
10614,UGA,2002,156.77,105.48,156.61,88.85,180.54
10615,UGA,2003,154.66,108.59,154.57,98.61,174.34
10616,UGA,2004,150.9,97.03,150.74,100.63,168.44
10617,UGA,2005,146.33,104.25,145.93,102.89,161.14
10618,UGA,2006,140.68,102.55,140.02,102.98,153.11
10619,UGA,2007,142.92,103.03,141.99,105.73,154.79
10620,UGA,2008,107.49,108.7,107.65,103.92,108.97
10621,UGA,2009,109.44,108.37,108.93,103.08,110.99
10622,UGA,2010,108.89,107.82,108.96,103.34,110.95
10623,UGA,2011,106.22,111.69,107.04,103.78,108.19
10624,UGA,2012,104.61,108.79,104.41,103.15,104.85
10625,UGA,2013,104.67,104.43,104.39,102.63,105.02
10626,UGA,2014,104.57,106.14,104.54,99.6,106.29
10627,UGA,2015,103.83,104.67,103.64,100.19,104.86
10628,UGA,2016,91.6,89.19,91.81,100.21,88.85
10629,UGA,2017,97.11,88.32,97.47,96.37,97.85
10630,UGA,2018,107.82,100.5,107.84,101.9,109.94
10631,UGA,2019,106.75,74.1,106.8,105.89,107.13
10632,UGA,2020,120.83,93.63,120.73,105.85,125.98
10633,UGA,2021,119.14,96.08,119.02,106.79,123.34
10634,UGA,2022,120.31,120.39,120.12,111.33,123.23
10635,UGA,2023,110.65,72.53,110.63,102.56,113.48
10636,UKR,1994,67.79,46.17,67.95,135.9,45.14
10637,UKR,1995,66.37,46.89,66.49,123.16,47.46
10638,UKR,1996,60.19,34.86,60.26,113.16,42.5
10639,UKR,1997,61.23,51.16,61.28,100.85,48.0
10640,UKR,1998,54.32,38.96,54.35,96.32,40.26
10641,UKR,1999,51.96,36.31,52.0,95.78,37.3
10642,UKR,2000,57.27,35.95,57.31,92.86,45.37
10643,UKR,2001,61.84,59.91,61.86,92.54,51.56
10644,UKR,2002,64.11,58.63,64.14,99.88,52.14
10645,UKR,2003,62.77,41.98,62.79,100.78,50.03
10646,UKR,2004,69.54,63.29,69.56,97.7,60.1
10647,UKR,2005,70.03,58.41,70.05,98.01,60.66
10648,UKR,2006,70.66,51.84,70.68,100.69,60.6
10649,UKR,2007,65.91,45.7,65.92,98.49,54.99
10650,UKR,2008,82.42,83.58,82.43,96.07,77.86
10651,UKR,2009,78.71,71.9,78.73,96.25,72.84
10652,UKR,2010,76.52,61.18,76.54,98.46,69.18
10653,UKR,2011,92.93,88.91,92.94,99.1,90.87
10654,UKR,2012,87.28,71.89,87.29,100.38,82.9
